BoroCode,Program,RackType,Latitude,Longitude,FEMAFldz,HrcEvac
3,Bike Racks,Large Hoop,40.641636,-74.013726,X,0
4,Bike Racks,U Rack,40.745342,-73.95331,X,2
3,Bike Racks,U Rack,40.71205,-73.962791,X,0
3,Bike Racks,Large Hoop,40.641374,-73.96452,X,0
1,Bike Racks,Small Hoop,40.792398,-73.943927,X,2
4,Bike Racks,U Rack,40.765239,-73.913801,X,0
3,Bike Racks,Small Hoop,40.666008,-73.982424,X,0
4,Bike Racks,U Rack,40.746043,-73.929452,X,0
2,Bike Racks,U Rack,40.841667,-73.904462,X,0
1,Bike Racks,Large Hoop,40.744982,-73.995123,X,5
3,Bike Racks,Large Hoop,40.638132,-73.988983,X,0
3,Bike Racks,Large Hoop,40.674034,-73.956282,X,0
1,Bike Racks,Wave Rack,40.714731,-74.009729,X,5
1,Bike Racks,U Rack,40.737341,-73.996577,X,6
4,Bike Racks,Small Hoop,40.748736,-73.874071,X,0
3,Bike Racks,Large Hoop,40.685119,-73.97721,X,0
1,Bike Racks,Small Hoop,40.796163,-73.968708,X,0
1,Bike Racks,Wave Rack,40.712836,-74.008508,X,6
2,Bike Racks,U Rack,40.830938,-73.910834,X,5
1,Bike Racks,Wave Rack,40.752863,-73.996827,X,0
1,Bike Racks,U Rack,40.798389,-73.946125,X,4
4,Bike Racks,Large Hoop,40.713714,-73.829998,X,0
1,Bike Racks,U Rack,40.759984,-73.994345,X,5
3,Bike Racks,U Rack,40.71422744,-73.96045891,X,0
3,Bike Racks,Large Hoop,40.685033,-73.882774,X,0
1,Bike Corral,Bike Corral,40.714802,-74.008098,X,5
4,Bike Racks,U Rack,40.74369,-73.921254,X,0
1,Bike Racks,U Rack,40.722905,-73.994125,X,0
3,Bike Racks,Large Hoop,40.634586,-73.992673,X,0
4,Bike Racks,Small Hoop,40.578727,-73.849518,AE,1
1,Bike Racks,Large Hoop,40.76374,-73.981661,X,0
1,Bike Racks,Large Hoop,40.729692,-73.983926,X,5
3,Bike Racks,U Rack,40.703863,-73.941156,X,5
3,Bike Racks,Large Hoop,40.63411,-73.993534,X,0
3,Bike Racks,Large Hoop,40.687533,-73.959084,X,0
3,Bike Racks,Large Hoop,40.704224,-73.930166,X,6
4,Bike Racks,Small Hoop,40.745719,-73.901581,X,0
1,Bike Racks,Small Hoop,40.773646,-73.948645,X,0
5,Bike Racks,U Rack,40.624796,-74.079221,X,3
3,Bike Racks,Large Hoop,40.669463,-73.911832,X,0
3,Bike Racks,Small Hoop,40.649609,-73.962465,X,0
1,Bike Racks,U Rack,40.729893,-73.980838,X,4
3,Bike Racks,Large Hoop,40.725439,-73.945906,X,2
1,Bike Racks,U Rack,40.76312,-73.965293,X,0
5,Bike Racks,U Rack,40.638431,-74.077912,X,0
1,Bike Racks,U Rack,40.758676,-73.992594,X,6
1,Bike Racks,Undetermined,40.73245309,-74.00069448,X,4
3,Bike Racks,U Rack,40.671989,-73.990229,X,4
1,Bike Racks,U Rack,40.706789,-74.014174,X,1
3,Bike Racks,Wave Rack,40.685491,-73.97323,X,0
3,Bike Racks,Large Hoop,40.720284,-73.963016,X,4
2,Bike Racks,U Rack,40.833586,-73.915278,X,0
1,Bike Racks,U Rack,40.729613,-73.9951,X,0
4,Bike Racks,U Rack,40.713374,-73.829182,X,0
3,Bike Racks,Small Hoop,40.677568,-73.969002,X,0
4,Bike Racks,Large Hoop,40.752085,-73.92539,X,5
3,Bike Corral,Bike Corral,40.618015,-74.036177,X,0
3,Bike Racks,Small Hoop,40.650815,-73.94807,X,0
1,Bike Racks,Small Hoop,40.823184,-73.952463,X,0
1,Bike Racks,U Rack,40.737448,-74.001039,X,5
4,Bike Racks,Small Hoop,40.747846,-73.881333,X,0
3,Bike Racks,Small Hoop,40.653188,-73.930662,X,6
3,Bike Racks,U Rack,40.705682,-73.93742,X,4
3,Bike Racks,Large Hoop,40.678233,-73.890025,X,0
3,Bike Racks,U Rack,40.730162,-73.955356,X,4
1,Bike Racks,U Rack,40.79774,-73.939301,X,4
4,Bike Racks,Small Hoop,40.747972,-73.878563,X,0
3,Bike Racks,Large Hoop,40.644765,-74.003402,X,0
1,Bike Racks,U Rack,40.713088,-74.003969,X,6
3,Bike Racks,Large Hoop,40.64181,-74.002884,X,0
1,Bike Racks,U Rack,40.728545,-73.978746,X,2
1,Bike Racks,Large Hoop,40.808675,-73.948749,X,6
3,Bike Racks,U Rack,40.643123,-74.012477,X,0
3,Bike Racks,Large Hoop,40.616076,-74.031407,X,0
3,Bike Racks,U Rack,40.672248,-73.983635,X,0
4,Bike Racks,Small Hoop,40.746239,-73.896627,X,0
2,Bike Racks,U Rack,40.855249,-73.867788,X,0
1,Bike Racks,Large Hoop,40.747176,-73.995256,X,5
3,Bike Racks,Small Hoop,40.711752,-73.943467,X,0
1,Bike Corral,Bike Corral,40.714992,-74.002257,X,4
4,Bike Racks,U Rack,40.771803,-73.826666,X,4
2,Bike Racks,Wave Rack,40.843528,-73.835947,X,5
3,Bike Racks,Large Hoop,40.691804,-73.910179,X,0
3,Bike Racks,U Rack,40.668716,-73.936773,X,0
3,Bike Racks,Small Hoop,40.671784,-73.977395,X,0
4,Bike Racks,Large Hoop,40.694256,-73.737117,X,0
1,Bike Racks,U Rack,40.799292,-73.970384,X,0
3,Bike Racks,U Rack,40.707827,-73.943209,X,6
2,Bike Racks,Large Hoop,40.871691,-73.890701,X,0
1,Bike Corral,Bike Corral,40.716004,-74.012092,X,1
1,Bike Racks,Small Hoop,40.798868,-73.939197,X,4
1,Bike Racks,U Rack,40.745493,-73.984705,X,0
1,Bike Racks,Small Hoop,40.780146,-73.97667,X,0
3,Bike Racks,Large Hoop,40.667479,-73.960623,X,0
3,Bike Corral,Bike Corral,40.72041,-73.957165,X,5
3,Bike Racks,U Rack,40.677226,-73.982993,X,5
3,Bike Racks,U Rack,40.686266,-73.994677,X,6
3,Bike Racks,U Rack,40.68652808,-73.984037,X,0
2,Bike Racks,Small Hoop,40.878655,-73.917565,X,0
3,Bike Racks,Large Hoop,40.63307,-74.015109,X,0
3,Bike Racks,Large Hoop,40.677418,-73.962577,X,0
1,Bike Racks,Small Hoop,40.787566,-73.97127,X,0
1,Bike Racks,Wave Rack,40.773768,-73.956287,X,0
3,Bike Racks,U Rack,40.670717,-73.936444,X,0
1,Bike Racks,Large Hoop,40.750132,-73.981329,X,0
1,Bike Racks,U Rack,40.744626,-73.996702,X,5
3,Bike Racks,U Rack,40.674539,-73.981934,X,5
3,Bike Racks,U Rack,40.681052,-73.959819,X,0
3,Bike Racks,Large Hoop,40.646976,-74.008465,X,0
3,Bike Racks,Large Hoop,40.695304,-73.987249,X,0
4,Bike Racks,U Rack,40.735341,-73.823487,X,0
1,Bike Racks,U Rack,40.730686,-73.986033,X,5
1,Bike Racks,U Rack,40.739005,-74.000551,X,5
3,Bike Racks,Large Hoop,40.638438,-74.006591,X,0
1,Bike Racks,U Rack,40.730931,-73.982736,X,4
3,Bike Racks,Small Hoop,40.635458,-74.026073,X,0
1,Bike Racks,Large Hoop,40.864118,-73.919321,X,4
1,Bike Racks,Wave Rack,40.724098,-73.986225,X,5
5,Bike Racks,Wave Rack,40.617645,-74.085803,X,0
4,Bike Racks,Small Hoop,40.74799,-73.879945,X,0
4,Bike Racks,Small Hoop,40.749745,-73.887103,X,0
1,Bike Racks,U Rack,40.84788533,-73.93455484,X,0
3,Bike Racks,U Rack,40.678915,-73.997631,X,0
3,Bike Racks,Small Hoop,40.675955,-73.98085,X,5
3,Bike Racks,Small Hoop,40.629066,-74.028853,X,0
3,Bike Racks,Large Hoop,40.63328,-74.005403,X,0
4,Bike Racks,U Rack,40.743511,-73.924269,X,0
1,Bike Corral,Bike Corral,40.804998,-73.945233,X,6
3,Bike Racks,Wave Rack,40.687034,-73.966556,X,0
1,Bike Racks,Large Hoop,40.724856,-73.995615,X,0
3,Bike Racks,U Rack,40.679096,-73.963924,X,0
2,Bike Racks,Small Hoop,40.905674,-73.90431,X,0
1,Bike Racks,U Rack,40.727445,-73.984828,X,4
3,Bike Racks,Large Hoop,40.665645,-73.887671,X,5
3,Bike Racks,Large Hoop,40.661565,-73.993076,X,0
3,Bike Racks,Large Hoop,40.654115,-73.894821,X,2
4,Bike Racks,Large Hoop,40.690441,-73.8245,X,0
1,Bike Racks,Wave Rack,40.730173,-73.987639,X,0
1,Bike Racks,U Rack,40.78451037,-73.95771484,X,0
3,Bike Racks,Large Hoop,40.642,-74.017023,X,0
3,Bike Racks,U Rack,40.714815,-73.95854,X,5
1,Bike Racks,Large Hoop,40.745649,-73.994395,X,0
1,Bike Racks,Wave Rack,40.73199,-74.006474,X,4
2,Bike Racks,U Rack,40.818013,-73.924804,X,5
2,Bike Racks,U Rack,40.839232,-73.905484,X,6
3,Bike Racks,Large Hoop,40.677458,-73.876046,X,5
1,Bike Racks,Undetermined,40.75153514,-73.9704119,X,0
3,Bike Racks,U Rack,40.68658,-73.990632,X,4
4,Bike Racks,U Rack,40.753428,-73.906558,X,0
4,Bike Racks,U Rack,40.752698,-73.935159,X,6
1,Bike Racks,Large Hoop,40.750463,-73.977835,X,0
4,Bike Racks,Small Hoop,40.750231,-73.883398,X,0
1,Bike Racks,U Rack,40.724381,-73.994271,X,0
3,Bike Racks,Small Hoop,40.650877,-73.949375,X,0
3,Bike Racks,Small Hoop,40.651075,-73.946608,X,0
5,Bike Racks,U Rack,40.637276,-74.081259,X,0
1,Bike Racks,Small Hoop,40.783535,-73.952739,X,0
3,Bike Corral,Bike Corral,40.626408,-73.900903,X,1
4,Bike Racks,Large Hoop,40.713445,-73.828512,X,0
3,Bike Racks,Large Hoop,40.707332,-73.921212,X,6
5,Bike Racks,U Rack,40.587808,-74.16543,X,3
4,Bike Racks,U Rack,40.582122,-73.836682,AE,1
1,Bike Racks,U Rack,40.727135,-74.004812,X,4
1,Bike Racks,U Rack,40.76262,-73.980958,X,0
3,Bike Racks,Large Hoop,40.721984,-73.957891,X,3
1,Bike Racks,U Rack,40.726687,-73.989179,X,0
1,Bike Racks,Wave Rack,40.739981,-73.983932,X,6
1,Bike Racks,U Rack,40.806937,-73.94626,X,6
3,Bike Racks,U Rack,40.636197,-73.961837,X,6
3,Bike Racks,Large Hoop,40.616623,-73.971439,X,0
3,Bike Racks,Large Hoop,40.631336,-73.996055,X,0
3,Bike Racks,Large Hoop,40.69225174,-73.96770308,X,0
3,Bike Racks,U Rack,40.681773,-73.975911,X,0
1,Bike Racks,U Rack,40.747391,-74.000529,X,4
2,Bike Racks,U Rack,40.817157,-73.915919,X,6
1,Bike Racks,Large Hoop,40.821097,-73.954557,X,0
1,Bike Racks,Wave Rack,40.808357,-73.957855,X,0
4,Bike Racks,U Rack,40.743437,-73.825709,X,0
3,Bike Racks,U Rack,40.685765,-73.994333,X,6
1,Bike Racks,U Rack,40.723777,-73.993673,X,0
3,Bike Racks,Large Hoop,40.671179,-73.94319,X,0
3,Bike Racks,Large Hoop,40.696523,-73.910408,X,0
3,Bike Racks,Large Hoop,40.68398021,-73.97096007,X,0
1,Bike Racks,U Rack,40.787936,-73.971676,X,0
1,Bike Racks,U Rack,40.843735,-73.93769,X,0
1,Bike Racks,Wave Rack,40.739986,-73.990849,X,0
3,Bike Racks,Large Hoop,40.636703,-73.986882,X,0
1,Bike Racks,U Rack,40.723373,-73.994714,X,0
1,Bike Corral,Bike Corral,40.784965,-73.934934,X,5
1,Bike Racks,Wave Rack,40.809767,-73.951584,X,6
1,Bike Racks,U Rack,40.731771,-73.98758,X,6
3,Bike Racks,U Rack,40.722447,-73.94203,X,6
3,Bike Racks,U Rack,40.676436,-73.977351,X,0
3,Bike Racks,Small Hoop,40.656772,-73.960022,X,0
3,Bike Racks,Large Hoop,40.710628,-73.959321,X,0
5,Bike Racks,U Rack,40.612933,-74.084983,X,0
3,Bike Racks,U Rack,40.686299,-73.990821,X,4
1,Bike Racks,U Rack,40.823741,-73.937999,X,5
4,Bike Racks,U Rack,40.747225,-73.890464,X,0
3,Bike Racks,Large Hoop,40.738144,-73.955612,X,1
1,Bike Racks,U Rack,40.803809,-73.9672,X,0
1,Bike Racks,Wave Rack,40.777086,-73.949646,X,0
3,Bike Racks,U Rack,40.670831,-73.942139,X,0
3,Bike Racks,U Rack,40.702745,-73.942367,X,5
1,Bike Racks,Large Hoop,40.79184,-73.974057,X,0
1,Bike Racks,U Rack,40.72153563,-73.9824245,X,4
4,Bike Racks,Large Hoop,40.721231,-73.855199,X,0
4,Bike Racks,Small Hoop,40.749233,-73.862861,X,0
1,Bike Racks,U Rack,40.777791,-73.978659,X,0
3,Bike Racks,U Rack,40.681365,-73.977184,X,6
2,Bike Racks,Large Hoop,40.835864,-73.92149,X,6
1,Bike Racks,Large Hoop,40.720778,-74.009732,X,2
1,Bike Racks,Small Hoop,40.84779998,-73.93471024,X,0
1,Bike Racks,Small Hoop,40.844432,-73.937426,X,0
1,Bike Racks,U Rack,40.76553,-73.98786,X,0
1,Bike Racks,Wave Rack,40.745065,-73.998511,X,5
1,Bike Racks,U Rack,40.727048,-73.988913,X,0
3,Bike Racks,U Rack,40.673445,-73.952874,X,0
1,Bike Racks,U Rack,40.741363,-73.991348,X,0
3,Bike Racks,Large Hoop,40.679504,-73.934285,X,0
4,Bike Racks,U Rack,40.767089,-73.912298,X,0
3,Bike Racks,U Rack,40.678492,-73.997689,X,0
3,Bike Racks,Large Hoop,40.723071,-73.944782,X,2
1,Bike Racks,Small Hoop,40.829264,-73.948176,X,0
3,Bike Racks,Large Hoop,40.713029,-73.955055,X,4
3,Bike Racks,Small Hoop,40.639905,-74.015823,X,0
3,Bike Racks,U Rack,40.658262,-73.93085,X,6
3,Bike Corral,Bike Corral,40.691643,-73.985266,X,0
1,Bike Racks,Large Hoop,40.76074562,-73.97260696,X,0
4,Bike Racks,Large Hoop,40.731543,-73.799935,X,0
1,Bike Racks,U Rack,40.818035,-73.93832,X,4
3,Bike Racks,Large Hoop,40.643072,-73.979611,X,0
3,Bike Racks,U Rack,40.678686,-73.9686,X,0
3,Bike Racks,Wave Rack,40.680316,-74.001893,X,0
4,Bike Racks,Large Hoop,40.720486,-73.784684,X,0
1,Bike Racks,Wave Rack,40.71855,-73.975701,X,1
1,Bike Racks,U Rack,40.719253,-73.985036,X,6
1,Bike Racks,U Rack,40.73016,-73.999663,X,5
3,Bike Racks,Large Hoop,40.637873,-73.989053,X,0
3,Bike Racks,U Rack,40.688013,-73.962791,X,0
3,Bike Racks,Large Hoop,40.70674853,-73.9532988,X,6
1,Bike Racks,U Rack,40.728156,-73.988651,X,0
1,Bike Racks,Large Hoop,40.800091,-73.940468,X,4
3,Bike Racks,Large Hoop,40.652464,-74.006136,X,0
3,Bike Racks,Wave Rack,40.689291,-73.992634,X,0
1,Bike Corral,Bike Corral,40.739014,-73.985172,X,6
1,Bike Racks,Small Hoop,40.864624,-73.923415,X,3
2,Bike Racks,U Rack,40.870133,-73.891396,X,0
3,Bike Racks,Large Hoop,40.687752,-73.869745,X,0
3,Bike Racks,U Rack,40.694811,-73.994528,X,0
2,Bike Racks,U Rack,40.828954,-73.850236,X,0
3,Bike Racks,Large Hoop,40.712512,-73.957783,X,6
3,Bike Racks,Small Hoop,40.638997,-73.954282,X,6
3,Bike Racks,U Rack,40.693083,-73.969994,X,0
3,Bike Racks,Large Hoop,40.640733,-74.004006,X,0
3,Bike Racks,Large Hoop,40.636802,-73.99462,X,0
1,Bike Racks,Small Hoop,40.865401,-73.920819,X,4
2,Bike Racks,U Rack,40.816392,-73.919365,X,0
3,Bike Racks,Wave Rack,40.717177,-73.95656,X,5
2,Bike Racks,Large Hoop,40.844771,-73.887186,X,0
1,Bike Racks,U Rack,40.714428,-74.006733,X,6
5,Bike Racks,U Rack,40.576239,-74.097058,AE,2
1,Bike Racks,U Rack,40.722948,-73.985522,X,5
1,Bike Racks,U Rack,40.73865,-73.987339,X,0
1,Bike Racks,U Rack,40.801591,-73.950157,X,5
3,Bike Racks,Small Hoop,40.711824,-73.941258,X,0
3,Bike Racks,U Rack,40.67403,-73.985453,X,5
1,Bike Racks,Large Hoop,40.816093,-73.946968,X,6
1,Bike Racks,Small Hoop,40.784191,-73.977442,X,0
4,Bike Racks,Small Hoop,40.746295,-73.896122,X,0
3,Bike Racks,U Rack,40.689575,-73.981109,X,0
3,Bike Racks,Large Hoop,40.702716,-73.920981,X,0
1,Bike Corral,Bike Corral,40.784694,-73.935336,X,5
3,Bike Racks,U Rack,40.679165,-73.995963,X,0
3,Bike Racks,U Rack,40.677052,-74.013162,X,1
4,Bike Racks,Small Hoop,40.746119,-73.897779,X,0
1,Bike Racks,U Rack,40.73815,-73.99671,X,6
3,Bike Racks,Small Hoop,40.635577,-74.023241,X,0
5,Bike Racks,U Rack,40.617321,-74.081628,X,0
3,Bike Racks,U Rack,40.671142,-73.984788,X,5
1,Bike Racks,Wave Rack,40.73164231,-73.98823397,X,0
1,Bike Racks,U Rack,40.737725,-73.984094,X,5
3,Bike Racks,U Rack,40.682975,-73.979448,X,5
1,Bike Racks,Small Hoop,40.778264,-73.985144,X,0
1,Bike Racks,U Rack,40.767505,-73.982772,X,0
3,Bike Racks,U Rack,40.68695,-73.993616,X,4
3,Bike Racks,U Rack,40.714851,-73.944524,X,0
4,Bike Racks,Small Hoop,40.749614,-73.88508,X,0
5,Bike Racks,U Rack,40.567194,-74.112881,X,3
3,Bike Racks,U Rack,40.648551,-74.006864,X,0
5,Bike Racks,U Rack,40.636713,-74.085251,X,0
1,Bike Racks,U Rack,40.759476,-73.989034,X,0
3,Bike Racks,Small Hoop,40.650953,-73.947846,X,0
4,Bike Racks,Large Hoop,40.750278,-73.859998,X,0
3,Bike Racks,Large Hoop,40.641927,-74.002963,X,0
3,Bike Racks,Small Hoop,40.619866,-74.032623,X,0
1,Bike Racks,U Rack,40.74725218,-73.97715721,X,0
1,Bike Racks,Small Hoop,40.815868,-73.943493,X,6
4,Bike Corral,Bike Corral,40.75478,-73.874501,X,0
3,Bike Racks,Large Hoop,40.696734,-73.918647,X,0
3,Bike Racks,U Rack,40.597755,-73.941259,X,2
1,Bike Racks,U Rack,40.72812131,-73.99376191,X,0
4,Bike Racks,U Rack,40.759809,-73.920922,X,0
4,Bike Racks,Large Hoop,40.694454,-73.738149,X,0
1,Bike Racks,Large Hoop,40.787442,-73.942728,AE,2
1,Bike Racks,Small Hoop,40.836146,-73.943147,X,0
3,Bike Racks,Large Hoop,40.667848,-73.950616,X,0
3,Bike Racks,U Rack,40.69091339,-73.99711605,X,0
3,Bike Racks,Small Hoop,40.711574,-73.945365,X,0
3,Bike Racks,Large Hoop,40.674493,-73.952607,X,0
3,Bike Racks,U Rack,40.694093,-73.960873,X,6
1,Bike Racks,U Rack,40.807918,-73.952691,X,6
1,Bike Racks,Wave Rack,40.739293,-73.997202,X,6
1,Bike Racks,U Rack,40.722347,-74.00979,X,1
3,Bike Racks,Large Hoop,40.636641,-74.006959,X,0
1,Bike Racks,Large Hoop,40.765553,-73.991033,X,0
1,Bike Racks,Large Hoop,40.821869,-73.939403,X,5
3,Bike Racks,Large Hoop,40.738147,-73.955611,X,1
4,Bike Racks,U Rack,40.758686,-73.829221,X,0
3,Bike Racks,U Rack,40.683915,-74.004191,X,2
3,Bike Racks,Large Hoop,40.723658,-73.952689,AE,2
5,Bike Racks,U Rack,40.563257,-74.115394,X,4
4,Bike Racks,Large Hoop,40.692908,-73.732817,X,0
1,Bike Racks,Small Hoop,40.775463,-73.958635,X,0
1,Bike Racks,U Rack,40.717467,-73.99903,X,5
4,Bike Racks,U Rack,40.652356,-73.838665,X,1
4,Bike Racks,U Rack,40.707515,-73.83589,X,0
1,Bike Racks,Small Hoop,40.78155,-73.951846,X,0
3,Bike Racks,U Rack,40.688643,-73.992799,X,0
1,Bike Racks,Large Hoop,40.729865,-74.007008,X,3
3,Bike Racks,U Rack,40.660704,-73.961512,X,0
1,Bike Racks,U Rack,40.733859,-73.992518,X,0
1,Bike Corral,Bike Corral,40.80569,-73.944726,X,6
1,Bike Racks,U Rack,40.738935,-74.000383,X,5
1,Bike Racks,U Rack,40.743234,-73.9914,X,0
1,Bike Racks,Large Hoop,40.742297,-73.97474,X,5
4,Bike Racks,Large Hoop,40.685818,-73.826393,X,0
1,Bike Racks,Small Hoop,40.772736,-73.964625,X,0
1,Bike Racks,Wave Rack,40.713279,-73.998801,X,4
1,Bike Racks,Large Hoop,40.714255,-74.011326,X,2
1,Bike Racks,U Rack,40.874896,-73.909067,X,4
1,Bike Racks,Wave Rack,40.760381,-73.995288,X,3
4,Bike Racks,U Rack,40.581264,-73.837896,AE,1
4,Bike Racks,Small Hoop,40.750494,-73.876678,X,0
3,Bike Racks,Large Hoop,40.637592,-74.00703,X,0
3,Bike Racks,U Rack,40.729418,-73.957447,X,4
1,Bike Racks,U Rack,40.729434,-73.996435,X,0
4,Bike Racks,U Rack,40.7412,-73.921161,X,0
4,Bike Racks,Small Hoop,40.750444,-73.877167,X,0
5,Bike Racks,Large Hoop,40.627032,-74.075799,AE,1
4,Bike Racks,Large Hoop,40.761081,-73.923827,X,0
1,Bike Racks,U Rack,40.77198,-73.987566,X,0
1,Bike Corral,Bike Corral,40.727465,-74.007323,X,2
3,Bike Racks,Large Hoop,40.639737,-73.993966,X,0
4,Bike Racks,Small Hoop,40.750238,-73.862817,X,0
5,Bike Racks,Large Hoop,40.569361,-74.110716,X,3
1,Bike Corral,Bike Corral,40.723976,-74.004416,X,2
3,Bike Racks,Large Hoop,40.638167,-73.975808,X,0
1,Bike Racks,Large Hoop,40.796189,-73.937833,X,3
1,Bike Racks,U Rack,40.734346,-73.98997,X,0
1,Bike Racks,Small Hoop,40.780252,-73.976865,X,0
4,Bike Racks,U Rack,40.744624,-73.911251,X,0
1,Bike Racks,Small Hoop,40.782834,-73.951193,X,0
3,Bike Racks,Large Hoop,40.704512,-73.918949,X,0
3,Bike Racks,Small Hoop,40.711536,-73.945757,X,0
3,Bike Corral,Bike Corral,40.693224,-73.987303,X,0
1,Bike Corral,Bike Corral,40.745925,-73.988392,X,0
3,Bike Racks,Large Hoop,40.71024,-73.933479,X,2
3,Bike Racks,Large Hoop,40.651059,-74.004027,X,0
3,Bike Corral,Bike Corral,40.689205,-73.992544,X,0
3,Bike Racks,U Rack,40.659998,-73.94772,X,0
1,Bike Racks,U Rack,40.729387,-74.007083,X,2
1,Bike Racks,Small Hoop,40.86387305,-73.92543847,X,3
3,Bike Racks,U Rack,40.714741,-73.946075,X,0
1,Bike Racks,Small Hoop,40.860457,-73.928088,X,5
3,Bike Racks,Large Hoop,40.724782,-73.947575,X,3
3,Bike Racks,Large Hoop,40.655243,-73.961178,X,0
3,Bike Racks,U Rack,40.647397,-74.007833,X,0
3,Bike Racks,U Rack,40.71546,-73.963476,X,0
4,Bike Racks,Large Hoop,40.727636,-73.732738,X,0
3,Bike Racks,Large Hoop,40.688964,-73.984229,X,0
1,Bike Racks,U Rack,40.742324,-73.991647,X,0
1,Bike Racks,U Rack,40.742593,-73.993184,X,6
3,Bike Racks,Large Hoop,40.680067,-73.944672,X,0
2,Bike Racks,Large Hoop,40.81261,-73.905301,X,6
3,Bike Racks,U Rack,40.721118,-73.958446,X,5
3,Bike Racks,U Rack,40.650413,-74.004698,X,0
4,Bike Racks,U Rack,40.743151,-73.951657,X,2
1,Bike Racks,Wave Rack,40.743264,-73.979772,X,6
1,Bike Racks,Large Hoop,40.787314,-73.951762,X,0
1,Bike Corral,Bike Corral,40.805962,-73.94453,X,6
1,Bike Racks,Large Hoop,40.72628819,-73.99546206,X,0
1,Bike Racks,Wave Rack,40.730506,-73.986165,X,5
1,Bike Racks,Small Hoop,40.781798,-73.954009,X,0
3,Bike Racks,Large Hoop,40.719105,-73.963138,X,2
1,Bike Racks,Small Hoop,40.852841,-73.931032,X,0
3,Bike Racks,Large Hoop,40.68675,-73.867164,X,6
1,Bike Racks,Small Hoop,40.8672,-73.920795,X,5
1,Bike Racks,U Rack,40.765253,-73.959708,X,0
2,Bike Racks,U Rack,40.832808,-73.913413,X,0
1,Bike Racks,Small Hoop,40.80598,-73.961791,X,0
1,Bike Racks,U Rack,40.72915201,-73.99417659,X,0
1,Bike Racks,Wave Rack,40.715536,-74.0012,X,3
1,Bike Racks,U Rack,40.797334,-73.937657,X,4
1,Bike Racks,U Rack,40.757079,-73.985521,X,0
4,Bike Racks,Small Hoop,40.746797,-73.893678,X,0
1,Bike Racks,U Rack,40.764372,-73.983403,X,0
1,Bike Racks,Large Hoop,40.728155,-73.988648,X,0
1,Bike Racks,Large Hoop,40.760524,-73.984714,X,0
3,Bike Racks,Large Hoop,40.674468,-73.866017,X,5
2,Bike Racks,U Rack,40.889381,-73.900114,X,4
4,Bike Racks,Small Hoop,40.74712,-73.889338,X,0
3,Bike Racks,Large Hoop,40.676192,-73.941485,X,0
3,Bike Racks,U Rack,40.683728,-73.980569,X,6
3,Bike Racks,Wave Rack,40.690289,-73.994853,X,0
1,Bike Racks,Small Hoop,40.773799,-73.951469,X,0
3,Bike Racks,Large Hoop,40.700392,-73.912731,X,0
3,Bike Racks,Small Hoop,40.643273,-73.978535,X,0
1,Bike Corral,Bike Corral,40.784717,-73.935319,X,5
1,Bike Racks,Wave Rack,40.797659,-73.969829,X,0
4,Bike Racks,Large Hoop,40.750258,-73.879973,X,0
3,Bike Racks,U Rack,40.729588,-73.952029,X,3
4,Bike Corral,Bike Corral,40.581576,-73.8234,X,1
1,Bike Racks,Large Hoop,40.708511,-74.013292,X,2
1,Bike Racks,U Rack,40.731706,-73.994612,X,0
1,Bike Racks,Large Hoop,40.72762,-73.983383,X,4
5,Bike Racks,Large Hoop,40.581849,-74.166621,X,0
1,Bike Racks,U Rack,40.763652,-73.988976,X,0
1,Bike Racks,U Rack,40.738113,-74.008695,X,1
3,Bike Corral,Bike Corral,40.679449,-73.933051,X,0
3,Bike Racks,Small Hoop,40.640777,-73.95603,X,6
3,Bike Racks,Large Hoop,40.693901,-73.909825,X,0
1,Bike Racks,Large Hoop,40.732637,-73.983621,X,5
1,Bike Racks,Large Hoop,40.71943,-73.998899,X,4
1,Bike Racks,Wave Rack,40.746447,-73.99735,X,5
1,Bike Racks,U Rack,40.73654516,-73.99333626,X,6
3,Bike Racks,Large Hoop,40.592524,-73.978091,X,4
3,Bike Racks,Large Hoop,40.64469,-74.000097,X,0
1,Bike Racks,Small Hoop,40.800156,-73.962079,X,0
3,Bike Racks,U Rack,40.728314,-73.949153,X,3
3,Bike Racks,Large Hoop,40.68929,-73.913994,X,0
3,Bike Racks,Wave Rack,40.649332,-74.009404,X,0
2,Bike Racks,Small Hoop,40.88557,-73.909251,X,0
4,Bike Corral,Bike Corral,40.750009,-73.91357,X,0
4,Bike Racks,U Rack,40.739351,-73.91928,X,0
4,Bike Racks,U Rack,40.759714,-73.936626,X,4
1,Bike Corral,Bike Corral,40.764352,-73.992099,X,5
3,Bike Racks,U Rack,40.68509,-73.994657,X,0
3,Bike Racks,Large Hoop,40.624807,-73.965423,X,0
4,Bike Racks,U Rack,40.761073,-73.769675,X,0
3,Bike Racks,Large Hoop,40.68104,-73.911245,X,0
4,Bike Racks,Large Hoop,40.780136,-73.916268,X,0
3,Bike Racks,Large Hoop,40.653706,-73.962562,X,0
1,Bike Racks,U Rack,40.74044621,-73.99049724,X,0
1,Bike Racks,U Rack,40.715107,-74.00846,X,5
4,Bike Corral,Bike Corral,40.772353,-73.926155,X,6
1,Bike Racks,U Rack,40.736416,-73.996601,X,6
4,Bike Racks,U Rack,40.749325,-73.862985,X,0
4,Bike Racks,U Rack,40.712168,-73.789286,X,0
1,Bike Racks,Small Hoop,40.793022,-73.943759,AE,3
3,Bike Racks,U Rack,40.684406,-74.003234,X,2
