Unnamed: 0,BoroCode,Latitude,Longitude,HrcEvac,Program_Bike Racks,RackType_DOT Sled (Black),RackType_GFI Sled (Silver - Right),RackType_GFI Sled (Silver),RackType_Large Hoop,RackType_Opal Rack (Parks),RackType_Other DOT,RackType_Other Non-DOT,RackType_Small Hoop,RackType_Staple (Parks),RackType_U Rack,RackType_U Rack (DOT),RackType_Undetermined,RackType_Wave Rack,RackType_Wave Rack (Non DOT),RackType_Wave Rack (Non-DOT),RackType_Wave Rack (Parks),FEMAFldz_AE,FEMAFldz_VE,FEMAFldz_X,Cluster
8743,1,40.732327,-73.99026,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8744,3,40.685682,-73.981868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8745,3,40.673378,-73.962994,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8746,2,40.858678,-73.897473,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8747,1,40.782902,-73.950858,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8748,1,40.784726,-73.935223,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8749,3,40.709199,-73.921635,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8750,2,40.862269,-73.901311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8751,3,40.710769,-73.95388,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8752,1,40.844484,-73.937136,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8753,1,40.727831,-73.998587,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8754,1,40.786458,-73.942235,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8755,4,40.757646,-73.945902,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8756,1,40.716839,-74.006561,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8757,1,40.768543,-73.961336,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8758,1,40.760098,-73.994609,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8759,3,40.690204,-73.992195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8760,4,40.582155,-73.837309,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
8761,1,40.814527,-73.940722,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8762,1,40.79258,-73.967873,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8763,3,40.680134,-73.93211,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8764,1,40.77824323,-73.95238991,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8765,1,40.755842,-73.967959,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8766,3,40.718104,-73.950099,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8767,3,40.693223,-73.908437,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8768,3,40.671376,-73.957779,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8769,3,40.713716,-73.96362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8770,1,40.746141,-73.984235,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8771,3,40.684643,-74.002952,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8772,3,40.685263,-73.965313,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8773,1,40.800787,-73.938083,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8774,2,40.830986,-73.91098,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8775,3,40.669222,-73.986528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8776,1,40.763171,-73.980584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8777,3,40.674138,-73.913257,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8778,3,40.688637,-73.976812,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8779,2,40.812333,-73.903126,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8780,4,40.578137,-73.854649,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
8781,3,40.632609,-73.994069,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8782,3,40.708677,-73.957683,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8783,1,40.747593,-74.000381,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8784,1,40.834206,-73.940932,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8785,1,40.725685,-73.99459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8786,4,40.745486,-73.95339,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8787,1,40.785582,-73.978924,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8788,3,40.663805,-73.951226,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8789,3,40.604275,-73.972326,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
8790,3,40.685141,-73.991475,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8791,3,40.640964,-74.014527,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8792,3,40.639727,-73.955018,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8793,4,40.686997,-73.847156,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8794,3,40.678226,-73.949638,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8795,1,40.718436,-73.975761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8796,4,40.743381,-73.918521,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8797,1,40.730229,-73.999173,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8798,3,40.641212,-74.017837,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8799,3,40.685032,-73.882777,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8800,1,40.76047,-73.967824,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8801,1,40.812964,-73.937349,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8802,3,40.711627,-73.953057,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8803,1,40.76944,-73.963029,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8804,3,40.663692,-73.984139,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8805,3,40.704375,-73.939067,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8806,3,40.717464,-73.958207,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8807,1,40.721386,-73.981816,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8808,3,40.679467,-73.886291,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8809,1,40.765212,-73.982159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8810,2,40.817818,-73.924029,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8811,1,40.758698,-73.975533,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8812,3,40.701798,-73.919162,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8813,3,40.654635,-73.973488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8814,3,40.687812,-73.978035,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8815,1,40.764249,-73.967044,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8816,3,40.685053,-73.874366,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8817,1,40.726354,-74.007562,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8818,3,40.643093,-74.012509,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8819,1,40.795578,-73.936384,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8820,3,40.700326,-73.912406,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8821,1,40.722039,-73.98158,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8822,3,40.72767,-73.952937,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8823,1,40.802425,-73.949225,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8824,1,40.752681,-73.984748,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8825,2,40.883889,-73.880203,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8826,1,40.864224,-73.919245,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8827,1,40.793697,-73.943269,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8828,3,40.710687,-73.968107,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8829,1,40.735926,-74.001364,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8830,3,40.61276,-73.973635,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8831,1,40.868861,-73.931632,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8832,3,40.689562,-73.999978,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8833,3,40.700596,-73.942193,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8834,2,40.842666,-73.91053,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8835,2,40.878685,-73.865394,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8836,1,40.782727,-73.95756,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8837,1,40.75483817,-73.98790947,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8838,4,40.746489,-73.894229,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8839,1,40.76062,-73.988099,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8840,3,40.665589,-73.942486,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8841,3,40.661524,-73.888442,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8842,1,40.740058,-73.998459,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8843,1,40.78526,-73.978716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8844,3,40.644754,-73.975081,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8845,3,40.622276,-73.945921,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8846,1,40.775076,-73.958702,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8847,1,40.865914,-73.927626,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8848,1,40.753662,-73.992475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8849,1,40.747528,-73.974017,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8850,3,40.677896,-73.891588,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8851,1,40.736339,-74.007103,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8852,3,40.67942,-73.978349,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8853,3,40.714047,-73.961534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8854,1,40.745149,-73.978938,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8855,5,40.581418,-74.111809,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
8856,3,40.715296,-73.959611,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8857,3,40.704231,-73.919003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8858,4,40.739648,-73.921864,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8859,1,40.782336,-73.95156,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8860,3,40.665232,-73.989719,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8861,1,40.742106,-73.993066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8862,3,40.618304,-74.033261,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
8863,1,40.804106,-73.948501,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8864,3,40.634227,-73.948965,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8865,1,40.774156,-73.959608,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8866,4,40.753434,-73.906458,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8867,1,40.741186,-73.989729,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8868,1,40.772284,-73.949655,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
8869,2,40.9059,-73.904249,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8870,3,40.693225,-73.991203,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8871,3,40.69083,-73.971459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8872,4,40.753799,-73.923321,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8873,1,40.771179,-73.966236,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8874,1,40.728469,-73.984529,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8875,1,40.797259,-73.946728,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8876,1,40.784784,-73.935209,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8877,3,40.690229,-73.994636,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8878,3,40.667149,-73.951032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8879,3,40.687029,-73.991054,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8880,3,40.632695,-73.994644,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8881,1,40.734976,-73.994482,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8882,4,40.721294,-73.819358,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8883,1,40.863228,-73.925909,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8884,3,40.669416,-73.912142,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8885,3,40.71071,-73.968286,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8886,4,40.713447,-73.828513,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8887,1,40.821289,-73.954415,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8888,1,40.785424,-73.953806,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8889,3,40.728654,-73.954912,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8890,1,40.741032,-73.98259,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8891,2,40.885939,-73.909805,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8892,3,40.716895,-73.937442,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8893,2,40.861727,-73.857548,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8894,1,40.769171,-73.963011,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8895,4,40.757223,-73.914839,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8896,3,40.702721,-73.986729,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8897,3,40.68366,-73.9804,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8898,1,40.770333,-73.96026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8899,3,40.66351,-73.984523,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8900,4,40.745606,-73.903777,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8901,2,40.821726,-73.912124,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8902,3,40.616843,-73.971208,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8903,2,40.879066,-73.865086,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8904,1,40.800908,-73.961519,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8905,1,40.777215,-73.961349,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8906,1,40.754674,-73.986868,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8907,1,40.732412,-73.989104,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8908,1,40.783201,-73.974242,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8909,1,40.809216,-73.957414,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8910,2,40.896804,-73.84434,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8911,1,40.739359,-73.992149,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8912,3,40.639942,-73.96696,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8913,1,40.799004,-73.942295,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8914,4,40.73337,-73.736451,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8915,3,40.633992,-74.026672,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
8916,1,40.843995,-73.938906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8917,3,40.698034,-73.984905,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8918,3,40.696612,-73.974582,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8919,1,40.766881,-73.956526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8920,1,40.739688,-73.995276,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8921,3,40.640994,-74.003422,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8922,3,40.605878,-74.000191,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
8923,1,40.745183,-73.99473,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8924,1,40.77086,-73.953621,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8925,1,40.781231,-73.954221,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8926,4,40.746504,-73.923777,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8927,1,40.723176,-73.994802,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8928,3,40.671531,-73.984442,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8929,1,40.80707205,-73.95277625,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8930,3,40.639952,-73.994415,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8931,3,40.698587,-73.920938,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8932,4,40.766318,-73.772507,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8933,3,40.644801,-74.014117,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8934,3,40.689905,-73.985587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8935,1,40.72851103,-73.99995791,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8936,1,40.812652,-73.949477,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8937,3,40.636935,-74.007956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8938,1,40.726571,-74.000143,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8939,3,40.692681,-73.984367,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8940,3,40.661069,-73.997192,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8941,4,40.743627,-73.924699,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8942,3,40.675287,-73.978127,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8943,1,40.768626,-73.991565,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8944,3,40.705647,-73.937144,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8945,3,40.682641,-73.97933,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8946,2,40.885785,-73.909857,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8947,3,40.63795,-73.985581,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8948,1,40.80759,-73.945477,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
8949,2,40.817131,-73.922171,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8950,3,40.660169,-73.950383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8951,2,40.885485,-73.909318,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8952,3,40.7216,-73.942113,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8953,1,40.728757,-73.980434,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8954,3,40.714014,-73.955455,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8955,1,40.796364,-73.97077,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8956,1,40.764123,-73.955599,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
8957,1,40.842668,-73.939124,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8958,3,40.602604,-73.995112,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8959,3,40.643387,-73.978413,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8960,2,40.861135,-73.892107,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8961,1,40.781045,-73.979978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8962,1,40.755929,-73.983449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
8963,3,40.661064,-73.993848,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8964,3,40.639223,-74.005579,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8965,4,40.74905,-73.890366,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8966,1,40.7231338,-73.98395265,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
8967,3,40.689274,-73.980295,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8968,3,40.678328,-73.968511,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
8969,5,40.595341,-74.081865,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
8970,3,40.705677,-73.93742,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
