Unnamed: 0,BoroCode,Latitude,Longitude,HrcEvac,Program_Bike Racks,RackType_DOT Sled (Black),RackType_GFI Sled (Silver - Right),RackType_GFI Sled (Silver),RackType_Large Hoop,RackType_Opal Rack (Parks),RackType_Other DOT,RackType_Other Non-DOT,RackType_Small Hoop,RackType_Staple (Parks),RackType_U Rack,RackType_U Rack (DOT),RackType_Undetermined,RackType_Wave Rack,RackType_Wave Rack (Non DOT),RackType_Wave Rack (Non-DOT),RackType_Wave Rack (Parks),FEMAFldz_AE,FEMAFldz_VE,FEMAFldz_X,Cluster
13728,5,40.541274,-74.146734,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
13729,3,40.723251,-73.942064,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13730,3,40.627004,-73.947009,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13731,1,40.779049,-73.980445,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13732,4,40.714121,-73.738285,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13733,3,40.71484,-73.944523,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13734,4,40.74599,-73.952926,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13735,1,40.738976,-74.000873,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13736,3,40.663791,-73.951459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13737,3,40.683652,-73.995348,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13738,3,40.709624,-73.95225,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13739,1,40.830427,-73.94774,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13740,1,40.816484,-73.943045,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13741,3,40.645882,-74.013386,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13742,3,40.645065,-73.994487,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13743,3,40.679439,-73.886091,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13744,3,40.657705,-73.960449,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13745,1,40.728275,-73.983137,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13746,3,40.719095,-73.953912,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
13747,2,40.864372,-73.823425,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
13748,1,40.744868,-74.002653,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13749,1,40.782653,-73.978802,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13750,2,40.850981,-73.904293,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13751,3,40.682882,-73.97951,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13752,4,40.74222,-73.721877,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13753,3,40.669814,-73.910426,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13754,1,40.763688,-73.964879,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13755,1,40.769273,-73.955072,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13756,3,40.690831,-73.991745,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13757,3,40.638994,-74.016572,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
13758,3,40.718678,-73.954511,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13759,3,40.651647,-73.934143,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13760,3,40.700492,-73.941656,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13761,3,40.643928,-73.957986,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13762,2,40.854014,-73.90704,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13763,4,40.755716,-73.843214,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
13764,1,40.76418,-73.976634,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13765,4,40.748357,-73.877634,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13766,1,40.74409759,-73.98761258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13767,3,40.711736,-73.940656,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13768,1,40.737023,-73.994012,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13769,3,40.650777,-73.976976,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13770,1,40.742353,-73.991287,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13771,3,40.676542,-73.941456,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13772,3,40.64415,-74.011409,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13773,1,40.767089,-73.968742,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13774,3,40.706007,-73.950209,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13775,3,40.67301,-73.983631,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13776,3,40.728533,-73.953433,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13777,3,40.682593,-74.004598,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13778,3,40.702982,-73.933341,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13779,1,40.798688,-73.968639,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13780,3,40.715147,-73.953318,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13781,1,40.865733,-73.927399,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13782,3,40.713059,-73.957784,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13783,2,40.831027,-73.912038,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13784,2,40.853771,-73.907856,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13785,3,40.675197,-73.919802,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13786,3,40.688298,-73.988111,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13787,1,40.733117,-73.986961,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13788,1,40.760268,-73.977551,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13789,1,40.798023,-73.941979,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13790,1,40.763396,-73.975206,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13791,3,40.664352,-73.990213,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13792,3,40.633434,-73.94847,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13793,1,40.70724,-74.005255,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13794,3,40.640281,-73.986553,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13795,1,40.804901,-73.966551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13796,3,40.689316,-73.985901,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13797,1,40.730867,-74.000917,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13798,1,40.713031,-74.009557,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13799,1,40.724233,-74.004841,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13800,2,40.84699,-73.895012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13801,2,40.837755,-73.903195,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13802,3,40.687707,-73.97063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13803,3,40.677284,-73.982554,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13804,4,40.748839,-73.861107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
13805,4,40.740913,-73.932647,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13806,1,40.758093,-73.989252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
13807,3,40.682913,-73.910325,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13808,3,40.687983,-73.86837,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13809,3,40.722722,-73.947927,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13810,2,40.817746,-73.916915,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13811,3,40.678272,-73.997943,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13812,1,40.73944,-74.001975,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13813,4,40.743774,-73.953664,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
13814,3,40.675438,-73.957949,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13815,2,40.83443,-73.894768,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13816,3,40.704471,-73.98653,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13817,4,40.695338,-73.902949,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13818,4,40.709155,-73.818793,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13819,3,40.644009,-74.000601,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13820,1,40.776767,-73.955625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13821,1,40.71931928,-74.00593799,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13822,3,40.714366,-73.941978,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13823,3,40.677341,-73.983264,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13824,1,40.72863125,-74.00020696,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13825,3,40.718798,-73.960641,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13826,3,40.675613,-73.959888,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13827,5,40.538589,-74.148773,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
13828,1,40.795737,-73.97123,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13829,4,40.747264,-73.942604,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
13830,2,40.81771,-73.923616,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13831,4,40.751695,-73.85566,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13832,3,40.633469,-74.029678,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13833,1,40.736063,-74.005834,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13834,1,40.783547,-73.950383,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13835,4,40.745208,-73.921531,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13836,3,40.643217,-73.99445,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13837,3,40.640029,-73.955025,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13838,3,40.67141,-73.984543,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13839,3,40.71400682,-73.95030974,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13840,3,40.673887,-73.982479,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13841,1,40.728063,-73.982659,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13842,3,40.687603,-73.980718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13843,3,40.651039,-74.00424,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13844,1,40.734362,-73.986253,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13845,1,40.825539,-73.951311,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13846,1,40.739207,-73.99179,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13847,1,40.791402,-73.944939,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
13848,1,40.833192,-73.9453,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13849,2,40.871531,-73.867527,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13850,2,40.816242,-73.918716,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13851,3,40.680461,-73.991901,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13852,1,40.775563,-73.980015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13853,3,40.691586,-73.905764,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13854,3,40.686532,-73.993821,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13855,1,40.848838,-73.932781,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13856,2,40.839926,-73.851152,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13857,1,40.74872854,-73.98423485,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13858,1,40.725125,-73.996932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13859,3,40.633717,-74.026785,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
13860,5,40.54308,-74.164113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
13861,1,40.827539,-73.936178,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13862,3,40.609638,-73.969061,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13863,3,40.640553,-73.95605,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13864,3,40.687131,-73.975815,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13865,3,40.637525,-74.011124,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13866,3,40.684561,-73.938503,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13867,4,40.759564,-73.941011,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13868,3,40.718599,-73.952592,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
13869,1,40.785034,-73.97707,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13870,3,40.671946,-73.933543,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13871,1,40.770126,-73.954157,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13872,2,40.822087,-73.891599,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13873,1,40.76886,-73.96324,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13874,4,40.747131,-73.888161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
13875,1,40.808715,-73.944962,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13876,3,40.644036,-73.976312,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13877,3,40.621753,-73.964468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13878,2,40.816904,-73.922885,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13879,3,40.644857,-74.014059,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13880,3,40.590114,-73.973552,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13881,1,40.737975,-73.9985,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13882,3,40.683377,-73.966667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13883,4,40.713107,-73.782616,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13884,4,40.747794,-73.881809,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13885,1,40.759307,-73.988366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
13886,1,40.75683566,-73.97200914,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13887,1,40.750468,-73.977625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
13888,4,40.746509,-73.923776,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13889,3,40.708255,-73.939859,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13890,1,40.741028,-73.982584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13891,1,40.727958,-73.99092,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13892,3,40.667443,-73.981223,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13893,3,40.7188575,-73.951311,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
13894,3,40.659745,-73.998566,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13895,1,40.773645,-73.983481,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13896,3,40.650085,-74.009009,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13897,4,40.740249,-73.949253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
13898,1,40.72887912,-74.00138117,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13899,4,40.712386,-73.82596,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13900,3,40.707312,-73.939701,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13901,1,40.781349,-73.979511,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13902,1,40.798207,-73.933941,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13903,2,40.816058,-73.896621,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13904,3,40.681906,-73.966505,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13905,1,40.724038,-74.005956,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13906,1,40.799176,-73.968312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13907,1,40.867065,-73.920904,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13908,3,40.675267,-73.981143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13909,1,40.786201,-73.955039,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13910,3,40.721602,-73.94211,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13911,3,40.717503,-73.936588,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13912,1,40.844298,-73.939056,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13913,3,40.681046,-73.97724,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13914,1,40.727917,-73.985951,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13915,1,40.724252,-73.996106,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13916,4,40.745273,-73.905338,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13917,1,40.824009,-73.944473,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13918,1,40.764217,-73.95727,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13919,1,40.725999,-73.979779,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13920,1,40.721331,-74.000149,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13921,1,40.714535,-74.008121,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13922,3,40.714015,-73.955631,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13923,3,40.646684,-73.95586,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13924,3,40.711532,-73.945453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
13925,3,40.684657,-73.999096,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13926,3,40.667591,-73.98775,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13927,3,40.713622,-73.96191,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13928,1,40.800032,-73.938637,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13929,1,40.759372,-73.962289,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13930,1,40.819018,-73.944483,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13931,2,40.885796,-73.910454,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13932,1,40.734721,-73.988555,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13933,1,40.786104,-73.976049,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13934,3,40.672607,-73.983329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13935,3,40.719773,-73.963914,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13936,1,40.755624,-73.972129,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13937,1,40.72392,-73.991435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13938,3,40.681299,-73.973037,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13939,3,40.667977,-73.892815,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13940,3,40.712903,-73.944046,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13941,1,40.792031,-73.968271,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13942,3,40.7175,-73.958013,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13943,1,40.774705,-73.98091,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
13944,3,40.649972,-73.961266,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13945,3,40.687429,-73.965736,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13946,3,40.683937,-74.001739,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13947,3,40.733553,-73.958124,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
13948,1,40.82504,-73.941302,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13949,3,40.608943,-73.972597,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13950,3,40.723125,-73.944238,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13951,1,40.801539,-73.964778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
13952,1,40.724474,-73.978002,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13953,4,40.748048,-73.884065,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
13954,3,40.71083,-73.96784,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
13955,3,40.705251,-73.920836,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
